Empresa,Relato,Avaliacao
Banco Inter (Banco Intermedium),em 25 de outubro de 2024 acessei o serviço registrato e consta informações sobre débito já quitado com a instituição de cartão de créditol solicito exclusão de dados referênte ao débito já quitado como consta no registrato,1
Banco Inter (Banco Intermedium),venho solicitar o encerramento da conta digital inter devido a falta de uso e a não disponibilização do cartão de credito eu não tenho mais interesse em ser cliente já foi solicitado por diversas vezes o encerramento via app e via internet banking e o cancelamento não é feito com resposta que tenho investimentos na conta e eu não tenho mais o investimento que eu fiz foi o cdb cartão de credito e eu ja fiz todo o resgate e as faturas e está tudo ok não tenho nada com o inter e a conta não é encerrada,1
Banco Inter (Banco Intermedium),tive meu celular furtado no dia 21024 na mesma data fiz boletim de ocorrência e tomei as providências com relação a banco e com a operadora. no entanto a conta foi acessada no celular e resgataram valor na poupançana aplicação e também em usd da conta internacional. após isso também acessaram o cartão de crédito e aumentaram o limite e aí fizeram pagamentos e também pix com o limite do cartão e mais meu saldo de aplicações. afirmo ainda que a senha tinha letra maiúscula minúscula carácter e número e somente eu tenho a senha e mesmo assim a conta foi acessada e as transações realizadas. já entrei em contato no atendimento do inter no dia 2102024 e após isso reclamação na ouvidoria dia 7102024 no entanto o banco não resolveu nada pois minha conta foi acessada e fraudada e ainda me deixaram um gasto no cartão de crédito. dessa forma solicito verificar junto a instituição para que seja reparada essa ocorrência. anexo segue o boletim de ocorrência realizado na data do furto do celular. daniel abramides,5
Nubank,em 25 de outubro de 2024 acessei o serviço registrato e consta informações sobre débito já quitado com a instituição de cartão de créditol solicito exclusão de dados referênte ao débito já quitado como consta no registrato,1
Mercado Pago,o relatório está em docx em anexo a explanação necessariamente é grande é não daria neste espaço. alem deles ha outras tantos documentos de comprovação como conversar no whatsapp emaailsconversas na própria plataforma prints tudo ligado a reclamação.,1
Banco do Brasil,em setembro limpei meu nome com o banco do brasil  realizei um acordo onde já irei pagar a 2º parcela  tiraram meu nome do serasa mas ainda assim me deixaram em prejuízo sendo que renegociei diretamente com eles já para eles retirarem  o meu virou o banco central atualizou e mesmo assim não retiraram meu nome do prejuízo. gostaria que tirassem e assim eu conseguir financiar meu apartamento,4
Nubank,tentei cancelar todos os serviços que possuo junto ao nubank hoje entrei em contato pelo chat após antecipar todos os débitos que tinha em faturas ativas e após cancelar a conta virtual zerando quaisquer débitos que pudesse ter. em contato com o nubank me foi informado que meu cartão de crédito tinha sido cancelado e a função de débito também. perguntei quando perderia o acesso à conta já que tudo havia sido cancelado e a atendente disse que eu ainda teria acesso ao aplicativo e a funcionalidade de reativar a conta virtual estaria aparecendo ainda. acontece que como eu falei pra ela três vezes eu solicitei o cancelamento de quaisquer vínculos que eu tivesse junto ao banco. a resposta dela foi dizer que precisariam manter meus dados por conta de leis e sequer fez sentido pois em momento algum questionei isso apenas disse que queria cancelar de forma definitiva qualquer conta ou cartão que tivesse junto ao nubank. desisti do atendimento e saí do chat. o cartão já consta como cancelado por lá mas ainda tenho como opção reativar uma conta que precisei falar três vezes que não quero. em momento algum estou questionando que meus dados precisarão ser mantidos ainda por critérios exigidos por lei não faz sentido dizerem isso se sequer mencionei isso. o que eu quero é que realmente qualquer conta que eu tenha junto ao banco seja definitivamente cancelada não desejo possibilidade de reativação eles mesmos falam que o processo é irreversível.,2
Banco Santander,em 25 de outubro de 2024 acessei o serviço registrato e consta informações sobre débito que não tive com a instituição de cartão de crédito solicito exclusão de dados referênte cartão de crédito  compra à vista e parcelado lojista como consta no registrato,5
Banco Santander,em data verifiquei a o extrato  cartão de crédito  conta corrente na qual constava cobrança do serviço indique o serviço cobrado exemplo no valor 306.00 que por mim não é reconhecido pois eu não solicitei e não autorizei a contratação.,3
Nubank,nome consta no relatório de empréstimos e financiamentos. prejuízo financeiro solicito resolução.,4
Banco Itaú Unibanco,consta meu nome em cobrança e prejuízo a mais de cinco anos,5
Nubank,no mês de agosto de 2024 fiz um acordo com a nubank pelo serasa e realizei o pagamento total no mesmo dia referente ao acordo  sendo que eles agiram de má fé e registraram como prejuízo no registrato  e mesmo após o pagamento da dívida à vista sem o parcelamento não retiraram o meu nome do registrato se eu não os devo mais queria entender o motivo de não tirarem meu nome de lá . e quando eu os procurei me disseram que mesmo que eu tenha pago a dívida não tirariam meu nome de lá  me senti enganada  o banco agiu de uma má fé tão grande que chega ser constrangedor,1
Caixa Econômica Federal,solicito que me enviem propostas de renegociações para todas as dívidas vinculadas ao meu cpf.,3
Banco do Brasil,a empresa abbcob tem me ligado insistentemente alegando que possuo uma dívida com o banco do brasil. no entanto não há qualquer registro dessa dívida em meu nome. as ligações são realizadas em tom ameaçador e os atendentes insistem em negociar um débito inexistente. já entrei em contato com o gerente do banco do brasil e confirmei a ausência dessa cobrança. solicito que a abbcob cesse imediatamente as ligações e que sejam tomadas as providências cabíveis para que eu não seja mais importunado.,5
Banco Santander,empréstimo já transferido para outro banco consta em prejuízo financeiro no relatório de empréstimos e financiamentos.,4
Caixa Econômica Federal,eu tinha um financiamento habitacional na cef e devido ao índice price resolvi quitar ....só q como discordava dos valores resolvi questionar na justiça mas como a cef não respondeu procurei a agência para colocar em cia o contrato paguei r 156.39577 r 17.85299 mais r 5.75713 prestação set 2024. para minha surpresa me cobraram mais r 412.98258 para quitar....,1
Banco do Brasil,srs. necessito fazer uma procuração para terceiro movimentar minha conta.,5
Banco Santander,consta no relatório de empréstimos e financiamentos em prejuízo. cartão de crédito não migrado. não possuo mais o cartão.,4
Banco do Brasil,eu já quites minha dívida a uns 2 anos atrás e meu nome está sujo ainda,5
Banco Itaú Unibanco,verifiquei a o extrato  cartão de crédito  conta corrente na qual constava cobrança do serviço seguros e créditos que eu não fazia uso etc... no valor de quase 400 que por mim não é reconhecido pois eu não solicitei e não autorizei a contratação. fui até a agência que fiz o acordo de pagamento mesmo não tendo utilizado o cartão para que eu não tivesse o nome negativado. poucos dias depois precisei fazer outra ligação pois estavam cobrando seguros por 3 dias seguidos. o erro foi reconhecido e foi feito o cancelamento de seguros e qualquer outro contrato mas não atualizaram a dívida e eu continuei sendo cobrada.,3
Nubank,realizei acordo e pagamento dos valores devidos na instituição nubank porém contam registros em relatórios de empréstimos e financiamentos scr me causando prejuízo e constrangimento em operações de resgate de crédito e afins. solicito a retirada das informações que por mim não foram autorizadas e para mim não informadas em nenhum momento. tenho situação semelhante com a caixa federal que acusa prejuízo assim como sendo que realizei pagamento e quitação do financiamento imobiliário de forma a vista a antes do período previsto. não compreendo o motivo destes registros. solicito retirada. obrigada,5
